hit_id,x,y,z,volume_id,layer_id,module_id
30656,-71.3717,6.24946,21.6633,8,4,256
30660,-71.5506,10.5232,17.2952,8,4,256
30672,-71.6252,12.3068,30.5341,8,4,256
30750,-65.1897,-32.0448,112.285,8,4,259
30767,-51.2917,-50.027,124.20200000000001,8,4,260
30783,-38.7823,-60.1471,82.3555,8,4,261
30792,-43.7391,-57.126999999999995,71.3593,8,4,261
30869,-8.13289,-71.9461,110.92299999999999,8,4,264
30871,12.4222,-70.6055,120.62299999999999,8,4,265
30875,9.1074,-71.4103,106.681,8,4,265
30901,22.6223,-68.3735,101.73899999999999,8,4,266
30931,35.8012,-62.4458,76.6777,8,4,267
30983,57.4493,-43.2101,78.4528,8,4,269
30998,66.26,-27.1158,88.6969,8,4,270
31035,71.9709,-8.72617,129.417,8,4,272
31040,72.0348,-10.2526,114.262,8,4,272
31064,71.3244,9.46133,122.184,8,4,273
31084,66.2085,27.2872,92.2719,8,4,274
31090,66.5569,26.5366,111.90700000000001,8,4,274
31130,59.8327,42.1722,79.1611,8,4,276
31135,57.1042,44.6815,130.86700000000002,8,4,276
31155,48.9275,53.9657,128.748,8,4,277
31195,35.8646,63.0577,113.477,8,4,278
31217,20.7343,69.1761,124.694,8,4,279
31235,0.32482,71.6193,135.934,8,4,280
31242,5.96218,71.8552,86.339,8,4,280
31271,-15.1407,69.9455,80.8236,8,4,281
31300,-23.7716,67.8401,91.0344,8,4,282
31367,-59.1174,40.4723,131.697,8,4,285
31368,-57.716,42.7723,96.3641,8,4,285
31387,-63.948,33.4323,136.875,8,4,286
31423,-70.2301,13.9681,126.939,8,4,287
31424,-68.5006,25.0711,113.76,8,4,287
31435,-71.9591,8.44487,120.814,8,4,288
31444,-71.6741,1.63416,106.46,8,4,288
31454,-71.9715,8.74014,99.1982,8,4,288
31459,-70.3785,-11.2587,142.684,8,4,289
31460,-70.0685,-12.5355,152.148,8,4,289
31535,-29.7126,-64.7822,207.523,8,4,294
31538,-30.1064,-64.6381,142.196,8,4,294
31551,-27.037,-65.7615,192.396,8,4,294
31580,-9.920630000000001,-71.5254,192.77700000000002,8,4,296
31585,4.699319999999999,-71.971,168.77200000000002,8,4,297
31629,29.2105,-66.6468,182.858,8,4,299
31681,69.7047,-14.1244,145.23,8,4,303
31695,68.6117,-21.141,160.27100000000002,8,4,303
31715,71.3213,-5.04364,173.3,8,4,304
31739,68.8399,20.4412,144.222,8,4,306
31775,38.4579,59.765,149.517,8,4,309
31782,38.4381,59.777,176.09599999999998,8,4,309
31805,32.6643,63.7018,177.81599999999997,8,4,310
31838,-5.900440000000001,71.6794,148.013,8,4,313
31851,-4.41711,72.0395,192.4,8,4,313
31888,-34.7601,62.5931,200.53,8,4,315
31893,-38.0801,60.1681,150.041,8,4,315
31923,-52.6677,50.1063,198.46599999999998,8,4,317
31953,-64.695,29.951,167.658,8,4,318
31970,-62.3144,36.455,194.317,8,4,318
32002,-71.5266,9.95041,157.248,8,4,320
32060,-47.4696,-54.854,223.222,8,4,325
32076,-20.8271,-69.1617,233.62099999999998,8,4,327
32081,-15.171,-70.0427,254.45,8,4,327
32096,-14.1796,-70.1971,230.94099999999997,8,4,327
32098,-18.8593,-69.4682,234.762,8,4,327
32120,22.7214,-68.3275,219.658,8,4,330
32125,16.2689,-71.3222,267.381,8,4,330
32147,44.8614,-56.9085,256.22700000000003,8,4,332
32176,63.9218,-33.5038,250.632,8,4,334
32184,66.1101,-27.5251,220.12599999999998,8,4,334
32230,71.4987,15.8885,276.92900000000003,8,4,338
32244,61.8053,36.6781,214.93900000000002,8,4,339
32279,26.9798,66.3097,224.488,8,4,342
32298,15.027999999999999,70.065,247.012,8,4,343
32362,-56.7685,44.3275,270.622,8,4,349
32364,-58.4046,41.6422,224.667,8,4,349
32417,-70.3963,-11.1855,328.04,8,4,353
32467,-39.001,-59.4341,308.803,8,4,357
32474,-35.1635,-62.7871,331.212,8,4,358
32482,-0.595278,-71.1351,294.33099999999996,8,4,360
32535,44.4817,-56.59,302.397,8,4,364
32542,44.2079,-56.8878,317.478,8,4,364
32554,53.275,-49.1096,282.722,8,4,365
32557,65.1085,-28.8212,310.346,8,4,366
32567,69.074,-18.173,293.066,8,4,367
32588,71.0878,0.53394,315.795,8,4,368
32610,68.6918,20.7604,336.459,8,4,370
32701,-23.8599,67.2533,332.66,8,4,378
32720,-57.9204,41.4853,315.784,8,4,381
32744,-71.3809,6.4682699999999995,313.324,8,4,384
32764,-70.0223,-19.0698,375.718,8,4,386
32801,-36.1231,-62.9631,390.95,8,4,390
32822,10.2346,-71.1366,354.204,8,4,393
32845,30.893,-66.031,407.55300000000005,8,4,395
32885,71.6285,-0.544375,364.717,8,4,400
32891,73.1306,2.02149,365.52099999999996,8,4,401
32906,70.0259,19.0619,419.98699999999997,8,4,402
32967,-13.9916,70.2245,392.76599999999996,8,4,409
32986,-44.9297,56.8343,404.349,8,4,412
33013,-71.8392,5.5789599999999995,409.17900000000003,8,4,416
33030,-65.7825,-30.3938,455.12300000000005,8,4,419
33056,-27.3006,-65.6651,449.494,8,4,422
33078,-10.3878,-71.5449,470.647,8,4,424
33145,70.5651,16.7241,486.81,8,4,434
33194,-9.33287,70.8461,465.224,8,4,441
33204,-21.1934,68.4908,456.539,8,4,442
33223,-44.8224,56.2196,487.18199999999996,8,4,444
33224,-52.5555,50.2905,453.034,8,4,445
33246,-71.3172,4.946359999999999,471.11,8,4,448
33254,-112.444,-26.6702,-443.895,8,6,2
33284,-82.6908,-81.8325,-445.06199999999995,8,6,7
33320,5.2228699999999995,-116.40299999999999,-466.38,8,6,14
33353,94.906,-65.8248,-473.657,8,6,21
33451,-36.0529,110.291,-431.349,8,6,42
33465,-75.6708,87.3774,-449.816,8,6,45
33505,-115.93,-5.06377,-390.69599999999997,8,6,53
33506,-112.87700000000001,-23.7994,-404.713,8,6,54
33508,-113.61399999999999,-21.5848,-388.086,8,6,54
33532,-85.3543,-79.2071,-358.32,8,6,59
33547,-40.2089,-107.67299999999999,-357.715,8,6,62
33588,59.8636,-99.0716,-393.337,8,6,70
33704,64.244,97.1932,-414.895,8,6,87
33731,-26.7408,111.899,-400.991,8,6,93
33778,-105.007,49.3815,-376.949,8,6,101
33810,-112.414,-26.7599,-299.594,8,6,106
33852,-73.64,-90.3838,-322.962,8,6,112
33876,-28.5729,-111.969,-331.26199999999994,8,6,115
33879,-21.5186,-114.323,-290.478,8,6,116
33899,22.291999999999998,-113.90100000000001,-332.119,8,6,119
33910,32.6064,-111.92299999999999,-319.856,8,6,120
33918,46.0814,-107.036,-303.845,8,6,121
33932,76.2028,-86.8246,-324.697,8,6,123
33957,99.2638,-60.6574,-301.053,8,6,126
33989,115.805,8.167760000000001,-344.17400000000004,8,6,131
33997,110.009,36.6506,-310.203,8,6,133
34028,84.9214,80.1529,-311.47900000000004,8,6,137
34033,84.3362,80.5935,-315.777,8,6,137
34048,60.2504,99.4376,-308.336,8,6,139
34093,-35.9639,110.334,-339.73,8,6,146
34099,-54.2945,101.854,-280.242,8,6,147
34121,-79.6978,85.5258,-321.89799999999997,8,6,150
34140,-107.348,43.1016,-337.881,8,6,153
34148,-110.43700000000001,37.946,-293.307,8,6,154
34191,-111.635,-32.0563,-216.717,8,6,159
34199,-103.335,-51.019,-235.987,8,6,160
34241,-70.9425,-91.3727,-258.765,8,6,164
34249,-63.5267,-97.4996,-271.882,8,6,165
34321,47.3403,-105.656,-218.69400000000002,8,6,173
34353,85.4817,-77.0213,-236.77700000000002,8,6,176
34370,105.682,-47.0595,-275.566,8,6,179
34376,111.42299999999999,-28.8467,-221.99900000000002,8,6,180
34388,115.538,-6.972910000000001,-253.52200000000002,8,6,182
34399,115.973,4.85126,-264.156,8,6,183
34400,115.04899999999999,9.40151,-221.304,8,6,183
34424,103.36,50.9798,-228.324,8,6,186
34451,80.2639,83.0401,-266.968,8,6,189
34458,65.4234,94.5662,-266.025,8,6,190
34469,72.3478,90.5595,-254.148,8,6,190
34477,54.5588,101.331,-274.202,8,6,191
34480,40.8434,107.48899999999999,-233.296,8,6,192
34492,15.9737,114.056,-214.64,8,6,194
34494,24.7462,113.694,-252.345,8,6,194
34512,-11.444,114.634,-225.949,8,6,196
34564,-93.744,66.8444,-266.048,8,6,203
34626,-109.931,-36.8139,-139.158,8,6,211
34647,-109.09700000000001,-42.8149,-147.906,8,6,212
34669,-86.9523,-76.0798,-176.36900000000003,8,6,214
34673,-85.7638,-79.5186,-163.417,8,6,215
34678,-79.4069,-84.3052,-143.703,8,6,215
34692,-53.1946,-102.45200000000001,-149.781,8,6,217
34693,-60.5316,-99.3175,-139.529,8,6,217
34698,-53.09,-102.49700000000001,-204.19799999999998,8,6,217
34721,-35.7871,-110.79,-176.90900000000002,8,6,219
34727,-21.2026,-114.336,-166.808,8,6,220
34754,19.4874,-114.834,-208.392,8,6,223
34762,23.1734,-113.60700000000001,-172.408,8,6,223
34867,115.93700000000001,-5.75948,-186.643,8,6,234
34905,108.861,43.19,-148.667,8,6,238
34916,89.4976,73.6304,-198.60299999999998,8,6,240
35026,-37.166,109.765,-174.063,8,6,250
35039,-56.3964,102.536,-144.442,8,6,252
35125,-114.152,-13.8158,-94.0634,8,6,261
35127,-115.322,-8.05583,-114.12100000000001,8,6,261
35146,-110.29899999999999,-34.8786,-100.066,8,6,263
35159,-105.35,-47.8266,-87.2699,8,6,264
35175,-101.535,-56.8404,-123.64299999999999,8,6,265
35200,-80.4092,-82.9307,-137.813,8,6,267
35233,-41.1743,-107.39299999999999,-116.666,8,6,270
35238,-40.5074,-107.587,-116.58200000000001,8,6,270
35291,21.2456,-113.727,-100.147,8,6,275
35305,45.5349,-106.796,-84.96600000000001,8,6,277
35397,110.51299999999999,-34.412,-83.2807,8,6,284
35417,115.155,-2.1717,-99.5842,8,6,286
35427,115.49700000000001,-6.46509,-122.65100000000001,8,6,286
35439,114.964,9.81795,-85.8992,8,6,287
35442,114.829,10.4814,-72.1167,8,6,287
35450,113.95100000000001,20.5741,-69.7693,8,6,288
35460,115.41799999999999,16.1642,-104.994,8,6,288
35488,100.53,58.0739,-86.3915,8,6,291
35492,100.65799999999999,57.9173,-78.2703,8,6,291
35524,77.377,85.2138,-69.0624,8,6,293
35589,3.7808599999999997,115.28299999999999,-136.191,8,6,299
35606,-13.2566,114.266,-132.519,8,6,300
35652,-62.5301,96.8987,-83.0614,8,6,304
35680,-85.2626,77.3123,-128.14,8,6,306
35689,-89.5882,74.0264,-110.963,8,6,307
35718,-110.632,33.6808,-94.544,8,6,310
35739,-113.941,18.7533,-117.708,8,6,311
35760,-117.661,0.969176,-56.5447,8,6,313
35761,-114.368,-15.2375,-60.2566,8,6,313
35772,-112.72200000000001,-25.8346,-50.8832,8,6,314
35773,-112.00299999999999,-27.9935,-16.8735,8,6,314
35782,-109.069,-38.6355,-52.1548,8,6,315
35866,-75.6758,-87.1146,-10.7844,8,6,319
35891,-61.4722,-98.9157,-12.1906,8,6,321
35913,-35.2578,-110.876,-68.557,8,6,323
35962,9.619530000000001,-115.51,-8.92813,8,6,326
35964,14.5705,-114.50399999999999,-25.649,8,6,326
35984,18.9579,-115.01,-66.7528,8,6,327
36004,30.7121,-112.819,-64.8908,8,6,328
36017,53.678999999999995,-102.242,-27.0242,8,6,329
36019,51.8162,-103.41799999999999,-2.76258,8,6,329
36073,95.1627,-65.3811,-24.4128,8,6,333
36091,99.9009,-59.1661,-23.346,8,6,334
36094,98.1489,-63.2672,-68.1609,8,6,334
36100,104.52600000000001,-52.8103,-4.93438,8,6,335
36151,114.19200000000001,-24.6784,-24.8953,8,6,337
36152,114.26899999999999,-22.8046,-19.9531,8,6,337
36165,115.973,-6.2007900000000005,-20.8699,8,6,338
36167,115.37200000000001,1.33038,-5.046880000000001,8,6,338
36208,110.235,36.1712,-42.1376,8,6,341
36301,67.3073,94.0481,-28.1162,8,6,346
36325,52.5953,104.588,-18.1781,8,6,348
36326,44.7785,106.861,-29.3295,8,6,348
36370,21.2161,114.335,-37.8105,8,6,350
36434,-31.2131,112.58200000000001,-67.8645,8,6,354
36461,-48.1275,105.745,-18.3272,8,6,355
36465,-52.3998,103.04899999999999,-2.2906299999999997,8,6,355
36467,-51.0304,103.913,-10.1721,8,6,355
36492,-75.1437,87.9251,-10.8969,8,6,357
36505,-82.1299,82.2958,-50.9357,8,6,358
36525,-88.9013,76.202,-16.1627,8,6,359
36563,-106.816,44.9324,-54.1568,8,6,361
36568,-108.335,39.7074,-59.8012,8,6,361
36572,-106.79,45.0232,-6.79063,8,6,361
36602,-114.134,26.098000000000003,-65.562,8,6,363
36662,-111.71600000000001,-31.8848,48.5483,8,6,367
36686,-102.705,-52.0171,52.2006,8,6,368
36726,-78.22,-84.5791,24.8634,8,6,371
36750,-64.126,-97.2436,7.409889999999999,8,6,373
36751,-44.6613,-106.37899999999999,12.7848,8,6,374
36757,-50.5219,-104.675,34.0124,8,6,374
36764,-35.385999999999996,-110.354,11.0094,8,6,375
36773,-39.2306,-109.725,27.3219,8,6,375
36784,-21.1242,-113.84299999999999,14.7219,8,6,376
36785,-13.1277,-114.17299999999999,38.5466,8,6,376
36806,-1.33589,-115.088,69.008,8,6,377
36812,6.27761,-115.68299999999999,34.6234,8,6,378
36836,40.1616,-107.79899999999999,46.4062,8,6,380
36865,53.5111,-101.76299999999999,58.2882,8,6,381
36904,81.04899999999999,-82.9082,44.0799,8,6,384
36916,91.7838,-70.2321,53.8658,8,6,385
36935,100.469,-56.5766,25.7765,8,6,386
37069,87.6989,74.6742,7.033869999999999,8,6,396
37079,86.1743,76.1414,51.8324,8,6,396
37084,76.7612,85.6775,9.914639999999999,8,6,397
37104,73.7282,89.7608,38.0094,8,6,398
37141,44.8769,106.316,49.7038,8,6,400
37182,12.5004,115.978,15.7571,8,6,403
37185,-1.17834,114.887,11.5719,8,6,403
37224,-24.1633,112.756,43.723,8,6,405
37253,-51.8971,102.781,10.0533,8,6,407
37272,-60.5243,98.5332,69.2001,8,6,408
37302,-84.851,77.8588,32.6657,8,6,410
37323,-99.3683,59.1525,61.692,8,6,412
37376,-114.17399999999999,13.1054,33.8161,8,6,415
37377,-113.98899999999999,17.6016,49.4555,8,6,415
37383,-115.334,4.42066,30.6328,8,6,416
37479,-87.0488,-78.551,121.973,8,6,423
37485,-72.3601,-91.1244,96.3426,8,6,424
37491,-66.3935,-94.5769,138.806,8,6,424
37512,-46.9248,-106.23700000000001,108.094,8,6,426
37532,-25.1808,-114.171,122.228,8,6,428
37545,-5.13526,-115.88799999999999,78.8173,8,6,429
37549,-2.01092,-115.63799999999999,81.1758,8,6,429
37600,56.9087,-102.118,117.531,8,6,434
37635,78.9719,-86.4898,100.19,8,6,436
37642,80.7937,-84.0704,71.8713,8,6,436
37658,94.0343,-67.3313,123.041,8,6,437
37687,110.956,-34.7727,72.959,8,6,440
37754,96.7028,63.5543,126.573,8,6,447
37774,91.8944,71.3237,101.943,8,6,448
37781,76.0155,86.8588,106.689,8,6,449
37851,39.0322,110.259,109.304,8,6,453
37872,4.86848,115.866,137.786,8,6,455
37877,4.87485,115.867,137.782,8,6,455
37910,-26.973000000000003,112.34299999999999,131.53,8,6,457
38091,-101.60700000000001,-53.7577,183.887,8,6,472
38125,-77.4769,-85.1386,178.05599999999998,8,6,475
38184,-11.015999999999998,-115.86,171.763,8,6,481
38196,17.1856,-115.07799999999999,174.78799999999998,8,6,483
38208,33.7616,-110.82799999999999,165.987,8,6,484
38217,44.4261,-107.495,168.298,8,6,485
38276,107.56299999999999,-40.5881,141.309,8,6,491
38289,113.681,-25.0671,181.649,8,6,493
38307,114.46700000000001,19.0212,199.71200000000002,8,6,496
38320,108.12,39.4838,178.857,8,6,497
38355,75.193,86.8583,203.93400000000003,8,6,501
38378,55.6455,100.866,180.13400000000001,8,6,503
38393,29.0642,111.387,201.363,8,6,505
38426,-39.556999999999995,108.085,146.799,8,6,510
38478,-93.15,67.87100000000001,154.68,8,6,515
38510,-107.23899999999999,41.7024,141.583,8,6,517
38512,-106.609,43.8713,179.32,8,6,517
38517,-111.81,26.482,205.40599999999998,8,6,518
38529,-113.988,17.6098,156.659,8,6,519
38542,-115.586,7.58542,169.658,8,6,520
38543,-115.635,8.191239999999999,194.748,8,6,520
38560,-114.971,-19.0765,249.045,8,6,522
38570,-113.93700000000001,-22.1832,226.076,8,6,522
38625,-47.5639,-106.051,239.305,8,6,530
38657,8.403960000000001,-115.757,270.36400000000003,8,6,534
38678,36.808,-109.934,235.472,8,6,536
38719,108.14299999999999,-40.3662,254.206,8,6,543
38734,114.601,-14.7785,212.995,8,6,545
38740,114.39200000000001,-19.8439,231.055,8,6,545
38745,115.566,-1.0959299999999998,280.64,8,6,546
38773,112.23899999999999,31.9379,241.375,8,6,549
38783,96.897,63.316,213.513,8,6,551
38820,65.229,97.3107,248.26,8,6,555
38858,-5.29592,116.38799999999999,221.74200000000002,8,6,560
38859,-13.0881,114.805,240.895,8,6,560
38897,-60.2762,99.374,242.012,8,6,564
38923,-98.296,62.9226,221.25799999999998,8,6,568
38927,-101.806,54.7059,219.27,8,6,568
38940,-110.244,39.1263,256.20599999999996,8,6,570
38951,-114.39,19.8734,250.477,8,6,571
38982,-108.006,-43.6169,324.306,8,6,576
39022,-41.3605,-107.339,318.841,8,6,582
39025,-50.9109,-104.56200000000001,342.499,8,6,582
39043,-17.6402,-113.98700000000001,310.552,8,6,584
39183,98.4805,60.589,343.559,8,6,603
39193,93.912,68.6948,325.712,8,6,604
39207,61.4349,98.3932,288.91,8,6,607
39209,53.4705,101.796,285.63599999999997,8,6,607
39245,-12.8645,114.345,307.926,8,6,612
39280,-58.1828,100.441,325.622,8,6,616
39298,-78.7191,86.0025,320.096,8,6,618
39320,-101.745,53.589,309.158,8,6,620
39383,-72.5,-91.0434,361.094,8,6,632
39400,-32.6448,-111.304,380.663,8,6,635
39406,-23.4755,-114.242,412.69199999999995,8,6,636
39409,-26.1323,-114.132,381.965,8,6,636
39410,-26.2315,-114.12799999999999,383.208,8,6,636
39439,33.8911,-111.315,353.98199999999997,8,6,640
39447,68.7366,-94.5827,416.72,8,6,643
39468,101.959,-54.3476,401.084,8,6,646
39471,106.719,-45.2649,353.30699999999996,8,6,647
39553,44.5909,106.915,362.569,8,6,660
39563,17.8751,114.473,367.70599999999996,8,6,662
39609,-93.7957,67.7435,361.352,8,6,671
39628,-104.65299999999999,52.3743,409.207,8,6,673
39717,1.63875,-116.626,485.459,8,6,690
39728,30.9982,-112.13600000000001,423.163,8,6,692
39741,73.3714,-89.0526,485.912,8,6,695
39754,83.5587,-79.5752,450.974,8,6,696
39779,110.963,-31.6595,465.536,8,6,700
39799,112.727,24.2499,433.82599999999996,8,6,704
39895,-91.9325,69.9749,434.25,8,6,723
39932,-169.643,-31.9936,-446.99300000000005,8,8,3
39975,-103.318,-137.792,-478.43199999999996,8,8,12
39991,-48.8029,-164.44400000000002,-489.777,8,8,16
39996,-40.8249,-167.285,-423.91900000000004,8,8,17
40017,35.551,-167.56,-490.467,8,8,22
40026,50.6705,-165.31599999999997,-473.50300000000004,8,8,24
40027,53.8107,-163.752,-445.861,8,8,24
40042,119.53200000000001,-122.70200000000001,-483.759,8,8,29
40061,145.27100000000002,-90.8332,-437.832,8,8,32
40091,160.869,61.4222,-459.50800000000004,8,8,44
40113,122.89299999999999,120.369,-469.458,8,8,49
40127,90.79700000000001,146.155,-457.48699999999997,8,8,52
40166,-76.2686,155.237,-420.00699999999995,8,8,65
40177,-118.478,123.93799999999999,-473.481,8,8,68
40194,-157.484,67.8794,-433.945,8,8,73
40244,-158.112,-69.1634,-354.597,8,8,84
40269,-110.67399999999999,-130.687,-385.69,8,8,89
40273,-97.8197,-140.262,-401.871,8,8,90
40356,131.59799999999998,-111.001,-353.711,8,8,109
40382,170.41099999999997,-16.1714,-375.73699999999997,8,8,116
40391,171.829,5.7187,-386.515,8,8,118
40418,151.94,81.7817,-385.06699999999995,8,8,124
40441,110.23100000000001,130.981,-398.34,8,8,128
40442,117.71,126.02799999999999,-397.92400000000004,8,8,128
40449,103.637,137.05,-375.87699999999995,8,8,129
40458,94.7343,143.835,-403.564,8,8,130
40532,-142.513,95.2371,-395.01599999999996,8,8,149
40637,-77.3748,-153.476,-299.405,8,8,170
40667,14.2273,-171.609,-307.248,8,8,177
40692,68.9701,-157.59,-325.135,8,8,181
40726,136.498,-103.868,-292.752,8,8,187
40750,166.34799999999998,-41.6366,-325.269,8,8,192
40785,171.983,17.0579,-332.884,8,8,197
40824,122.463,120.70700000000001,-297.21,8,8,205
40848,63.3412,159.589,-347.352,8,8,210
40855,41.5158,167.215,-320.882,8,8,212
40877,-14.1754,171.62099999999998,-335.727,8,8,216
40968,-155.95,-72.4419,-226.393,8,8,240
40983,-134.446,-107.321,-243.72299999999998,8,8,243
40988,-130.207,-111.23899999999999,-260.767,8,8,243
40996,-120.43299999999999,-121.67,-214.053,8,8,244
41003,-110.083,-133.49200000000002,-209.524,8,8,246
41014,-82.2165,-151.219,-226.343,8,8,248
41026,-46.2059,-166.239,-266.248,8,8,251
41033,-24.2144,-169.59599999999998,-243.68200000000002,8,8,252
41062,27.1337,-169.655,-251.982,8,8,256
41136,170.354,-13.2243,-273.08299999999997,8,8,272
41150,162.85,52.5035,-219.433,8,8,277
41214,55.4053,162.724,-248.753,8,8,289
41263,-50.2257,164.985,-258.841,8,8,297
41278,-85.5426,147.96,-210.15200000000002,8,8,299
41353,-169.72,-31.7786,-151.12,8,8,315
41358,-170.791,-28.7643,-194.667,8,8,315
41366,-163.812,-51.57,-204.97,8,8,316
41376,-152.65200000000002,-78.3418,-177.426,8,8,318
41429,-84.8456,-150.805,-203.532,8,8,326
41434,-64.3686,-159.313,-173.162,8,8,327
41450,-44.8104,-166.87900000000002,-177.403,8,8,329
41479,34.2803,-167.954,-149.35399999999998,8,8,334
41573,172.11599999999999,-6.990130000000001,-181.32,8,8,351
41578,171.081,12.582,-155.431,8,8,352
41580,172.488,4.86304,-148.174,8,8,352
41673,15.6687,171.799,-203.825,8,8,370
41684,-3.18553,171.801,-198.951,8,8,371
41729,-131.865,111.515,-163.529,8,8,382
41753,-165.89700000000002,44.7914,-143.38299999999998,8,8,387
41762,-169.046,29.9396,-175.955,8,8,388
41771,-171.99200000000002,5.756419999999999,-191.377,8,8,390
41780,-172.17,-3.84835,-84.9604,8,8,391
41782,-171.555,-16.7415,-136.04,8,8,392
41785,-170.88099999999997,-19.2645,-84.0044,8,8,392
41799,-165.31599999999997,-47.0105,-80.0032,8,8,394
41808,-159.841,-62.263999999999996,-76.3206,8,8,395
41815,-154.295,-74.9514,-124.538,8,8,396
41840,-134.56,-107.21600000000001,-81.0072,8,8,399
41874,-61.7788,-159.497,-99.4459,8,8,405
41916,32.319,-168.045,-93.8677,8,8,412
41935,54.2783,-162.966,-90.6957,8,8,414
41944,65.9765,-158.817,-124.464,8,8,415
41997,148.08100000000002,-87.5076,-102.647,8,8,423
42014,160.674,-60.5297,-120.851,8,8,425
42049,170.5,13.0116,-102.726,8,8,430
42054,170.418,13.4599,-108.045,8,8,430
42060,170.558,20.4771,-126.99,8,8,431
42083,157.601,69.9379,-127.334,8,8,435
42094,147.754,87.1363,-115.697,8,8,436
42112,118.589,123.119,-104.07600000000001,8,8,439
42234,-47.6678,164.12400000000002,-96.9778,8,8,452
42270,-95.4861,142.02700000000002,-118.04700000000001,8,8,456
42290,-114.17299999999999,128.226,-99.3234,8,8,458
42296,-121.134,122.76100000000001,-70.2006,8,8,459
42332,-161.084,58.7156,-85.6625,8,8,464
42351,-168.144,36.5543,-101.68700000000001,8,8,466
42389,-168.01,-36.5909,-25.9441,8,8,471
42426,-122.749,-120.48200000000001,-10.9531,8,8,478
42452,-93.0794,-145.125,-18.4344,8,8,481
42505,8.11828,-171.106,-38.8877,8,8,488
42506,-0.15506,-172.27200000000002,-13.1912,8,8,488
42545,71.4811,-156.075,-1.05313,8,8,493
42559,75.4759,-155.80700000000002,-41.3684,8,8,494
42600,150.012,-84.0449,-32.9469,8,8,501
42608,154.668,-76.8849,-33.9891,8,8,502
42609,155.18,-75.2486,-6.95938,8,8,502
42617,166.405,-41.2369,-23.413,8,8,504
42620,166.332,-41.7462,-36.0233,8,8,504
42658,172.489,-10.7181,-30.0371,8,8,507
42662,172.054,-6.372000000000001,-9.77188,8,8,507
42692,166.396,45.8129,-62.9135,8,8,511
42762,97.6104,140.94299999999998,-39.0688,8,8,519
42776,73.4636,154.874,-27.340999999999998,8,8,521
42784,60.1356,160.452,-45.9434,8,8,522
42788,48.3245,164.532,-53.9794,8,8,523
42883,-81.3703,151.57,-16.1129,8,8,533
42885,-79.6207,152.827,-2.06562,8,8,533
42890,-80.0684,152.506,-14.8344,8,8,533
42920,-115.48200000000001,127.454,-16.8963,8,8,536
42933,-136.894,103.214,-25.8213,8,8,538
42956,-156.829,69.9737,-9.178980000000001,8,8,541
43035,-165.885,-41.0937,50.5543,8,8,549
43109,-109.417,-131.52,40.3068,8,8,557
43110,-115.60600000000001,-127.421,25.7164,8,8,557
43128,-89.7499,-146.084,13.5969,8,8,559
43131,-72.7469,-154.60399999999998,24.5542,8,8,560
43139,-80.471,-151.843,52.102,8,8,560
43149,-63.1366,-159.132,11.1219,8,8,561
43164,-21.0309,-169.66400000000002,56.6302,8,8,564
43170,-24.3583,-169.593,23.1594,8,8,564
43180,5.50288,-170.975,50.5193,8,8,566
43205,61.7449,-159.246,69.6122,8,8,570
43254,123.62299999999999,-119.31299999999999,64.7559,8,8,576
43293,153.91899999999998,-77.6215,35.6702,8,8,580
43402,120.686,121.47200000000001,67.3404,8,8,595
43405,111.62799999999999,130.056,15.5029,8,8,596
43431,89.8867,146.02200000000002,36.3371,8,8,598
43441,82.9639,150.952,55.2228,8,8,599
43497,11.5618,171.05900000000003,24.1149,8,8,604
43518,-9.86149,172.081,16.8031,8,8,606
43521,-27.1576,169.648,64.6956,8,8,607
43568,-91.2937,145.58700000000002,15.5094,8,8,612
43596,-133.553,107.773,50.0627,8,8,616
43637,-170.592,25.62,50.1737,8,8,623
43644,-171.372,4.53448,39.5656,8,8,624
43645,-171.796,8.77111,50.6014,8,8,624
43686,-154.72299999999998,-75.202,77.6326,8,8,630
43720,-109.37,-132.145,127.116,8,8,635
43767,3.26087,-171.79,102.43299999999999,8,8,644
43772,3.0133099999999997,-171.825,115.39299999999999,8,8,644
43774,-0.381763,-172.304,112.194,8,8,644
43793,60.2423,-160.547,76.6529,8,8,648
43847,125.848,-117.07600000000001,107.99799999999999,8,8,654
43861,139.542,-102.27799999999999,80.7072,8,8,656
43887,165.25,-49.3189,107.238,8,8,660
43950,135.09,107.40100000000001,76.863,8,8,672
43967,115.15,128.317,114.336,8,8,674
43996,71.2537,157.461,73.6777,8,8,678
44085,-92.485,145.225,104.28,8,8,690
44134,-154.558,77.2371,92.1836,8,8,697
44173,-171.028,22.5522,74.7561,8,8,701
44233,-131.705,-109.855,184.05200000000002,8,8,711
44244,-105.795,-135.859,210.887,8,8,714
44251,-72.7039,-154.62,159.876,8,8,716
44288,-28.3953,-169.50799999999998,186.088,8,8,720
44338,81.2537,-151.04399999999998,167.46599999999998,8,8,728
44365,124.214,-118.495,145.053,8,8,732
44380,142.503,-95.257,179.912,8,8,734
44396,162.049,-54.4504,209.667,8,8,737
44451,147.046,88.0411,189.575,8,8,748
44478,103.429,137.165,158.297,8,8,753
44511,42.9995,166.56599999999997,162.395,8,8,758
44561,-44.6226,165.34599999999998,196.101,8,8,764
44696,-148.99200000000002,-86.3558,280.255,8,8,787
44718,-119.39399999999999,-123.116,246.18,8,8,790
44764,-12.5155,-171.611,248.63299999999998,8,8,799
44778,30.436,-169.148,260.281,8,8,802
44784,45.3063,-165.606,247.639,8,8,803
